DataSize(Bytes),Pageable_H2D(MB/s),Pageable_D2H(MB/s),Pinned_H2D(MB/s),Pinned_D2H(MB/s),Mapped_H2D(MB/s),Mapped_D2H(MB/s)
2139648,8260.44,7138.9,11859.7,11814.1,9979.1,10463.8
2140160,8315.74,7760.04,11957.6,11818.5,9953.46,10462.9
2140672,8574.87,7749.41,11879.7,11752.8,9957,10465.4
2141184,8302.4,6794.5,11866.5,11795.2,9910.66,10481.6
2141696,8241.92,7592.41,11912.6,11816.1,9963.32,10460.1
2142208,8410.05,7168.11,11900.4,11845.8,9981.67,10469.5
2142720,8514.69,7796.12,11973,11854.6,9998.52,10464.7
2143232,8616.68,7920.55,11983.7,11856.9,9993.87,10475.8
2143744,8592.08,7938.19,11965.8,11858.7,9968.18,10467.1
2144256,8690.55,7652.92,11935.7,11811.6,9975.62,10455.5
2144768,8533.64,7476.57,11977.2,11847.3,9985.4,10471.7
2145280,8727.04,7872.47,11943.6,11824.9,9976.88,10469.5
2145792,8683.79,7709.18,11971.1,11829.4,9988.22,10459.5
2146304,8443.37,7446.21,12014.4,11827.8,9989.04,10451.8
2146816,8576.13,7794.61,11984.7,11839.9,9996.89,10467.9
2147328,8588.54,7857.98,11960.1,11840.6,9980.95,10483.3
2147840,8572.75,7852.14,11958.5,11754.2,9972.83,10459.3
2148352,8668.25,7958.96,11960.2,11834.2,9978.32,10459.6
2148864,8567.66,7683.17,11949.6,11851.2,9995.88,10469.4
2149376,8728.52,7990.82,11969.2,11863.9,10007.2,10466.7
2149888,8675.33,7819.81,11982.2,11836.1,9988.96,10473.1
2150400,8617.89,7558.31,11978.3,11818.2,9949.07,10471.7
2150912,8726.73,7146.48,11970.5,11852.7,9989.43,10469.9
2151424,8733.86,7789.75,11958.3,11852.2,9991.42,10472
2151936,8437.68,7793.97,11980.1,11844.6,9985.24,10467.7
2152448,8689.49,7976.12,11990.8,11839.2,10018.4,10483.8
2152960,8629.02,7938.29,11975.8,11845.9,9997.38,10479.9
2153472,8690.68,7905.21,11955.8,11809.5,9980.32,10471.7
2153984,8659.62,7930.78,11990.4,11849.3,10009.2,10461.8
2154496,8473.08,7658.29,11962,11861.4,9997.9,10459.2
2155008,8742.16,7951.99,11990.5,11852.8,10017,10471.5
2155520,8738.88,7900.57,11993.9,11855.6,9975.46,10469.3
2156032,8632.33,7942.49,11979.4,11822.9,10001.9,10471.8
2156544,8659.1,7673.57,11945.5,11844.8,9998.45,10466.2
2157056,8671.67,7949.21,11985.1,11853.1,9999.65,10474.6
2157568,8685.74,7576.36,11903.6,11841.2,10012.5,10476.7
2158080,8746.28,7948.56,11949.6,11846.2,10016.5,10468.1
2158592,8743.31,7921.57,11979.2,11849,9998.61,10471.8
2159104,8680.49,7940.8,11977.5,11844.7,10015,10471.3
2159616,8712.52,7599.67,11979.3,11863.9,9987.44,10478.1
2160128,8752.5,7796.4,11987.1,11862.3,10013.9,10452.9
2160640,8715.47,7522.66,11963.8,11844.9,9993.73,10469.8
2161152,8687.26,7924.62,11983.3,11870.1,9999.98,10468.5
2161664,8737.05,7431.59,11943.4,11806.6,9981.81,10472.2
2162176,8645.61,7834.39,11951.8,11819.7,9948.34,10478.6
2162688,8412.6,7727.73,11915.9,11820.3,9988.86,10488.7
2163200,8643.32,7714.76,11909.9,11811.2,9938.47,10477.6
2163712,8451.61,7537.76,11933.7,11823.7,9980.06,10478.3
2164224,8514.71,7723.96,11945.9,11820,9913.38,10484.2
2164736,8666.6,7557.89,11974.2,11846.7,9974.36,10474.4
2165248,8469.82,6440.54,11912.9,11767.4,9950.57,10478.1
2165760,8253.27,7325.88,11934.5,11811.1,9960.6,10478
2166272,8631.87,7423.46,11978.3,11823.6,9977.2,10483.1
2166784,8661.13,7833.94,11949.5,11817.2,9956.47,10477.9
2167296,6110.44,7245.35,11781.2,11674.7,9971.89,10471.9
2167808,8454.03,7563.3,11915.5,11808.2,9963.48,10474.3
2168320,8496.61,7702.37,11924.3,11766.4,9955.47,10478.9
2168832,8102.06,7586.41,11948.1,11816,9966.65,10479.3
2169344,8402.03,7026.19,11899.2,11812.3,9970.93,10479.2
2169856,8457.32,7428.48,11916.3,11784.9,9966.75,10473.6
2170368,8285.66,7400.26,11942.2,11801.7,9960.66,10473.1
2170880,8084.38,7394.61,11940.6,10873,9978.76,10473.5
2171392,8622.59,7669.18,11953.9,11835.3,9983.42,10475.9
2171904,8420.42,7767.64,11954.5,11820.8,9988.86,10480.5
2172416,8652.02,7776.71,11980,11803.7,9913.95,10479.6
2172928,8610.33,7762.22,11974,11822.1,9983.94,10471.1
2173440,8610.64,7793.95,11954.7,11806.5,9976.67,10474.4
2173952,8579.6,7787.59,11955.3,11715.4,9988.25,10476.8
2174464,8656.7,7770.04,11967,11823.4,9980.99,10467.5
2174976,7752.81,7320.29,11964.8,11828.9,9988.73,10479.7
2175488,8451.63,7598.32,11934,11819.3,9995.31,10470.7
2176000,8693.59,7755.54,11930.2,11807,9997.28,10470.2
2176512,8483.54,7750.18,11961.7,11831.3,9990.01,10487.5
2177024,8289.3,7473.41,11947.4,11824.9,9952.89,10478.1
2177536,8667.77,7830.54,11968.4,11812.6,9986.63,10467
2178048,8585.53,7546.9,11920.1,11782.2,9963.3,10479.6
2178560,8479.87,7776.29,11974,11830.6,9991.71,10480.8
2179072,8693.63,7678.1,11937.8,11821.5,9979.47,10487.5
2179584,8564.68,7198.01,11930.7,11742,9979.9,10468
2180096,8629.27,7742.82,11946.1,11803.4,9994.14,10479.3
2180608,8607.57,7624.47,11952.2,11821.8,9960.1,10476.3
2181120,8620.73,7629.17,11931.4,11822.9,9988.85,10461.9
2181632,8698.31,7786.78,11961.1,11822.5,9984.29,10464.8
2182144,8589.18,7716.53,11930.5,11834.4,9997.76,10481.2
2182656,8652.04,7768.34,11939.3,11811.4,9932.16,10478.1
2183168,8600.88,7714.43,11893,11822.7,10005.5,10480.6
2183680,8531.56,7654.07,11950.4,11827.7,9990.98,10472.5
2184192,8471.37,7413.68,11877.9,11794,9992.17,10472
2184704,8547.04,7882,11967,11842.9,9987.23,10473.2
2185216,8589.64,7525.15,11969.2,11813.4,10002.6,10475.2
2185728,8476.5,7591.38,11920.5,11785.2,9983.11,10466.3
2186240,8722.81,7871.82,11962.2,11843.1,9986.59,10494.1
2186752,8420.75,7845.23,11973.2,11826.6,9995.06,10472.5
2187264,8702.14,7789.63,11964.5,11773.8,9959.97,10473.3
2187776,8417.89,7438.77,11970,11843.4,9985.57,10484.1
2188288,8460.28,7835.88,11971.2,11817.7,9959.31,10478.2
2188800,8611.4,7754.09,11954.2,11835.5,9991.4,10457.9
2189312,8492.61,7613.37,11956.5,11828.1,9996.79,10470.9
2189824,8367.98,7831.26,11970.3,11823.3,9945.42,10485.5
2190336,8618.86,7763.23,11939.1,11858.9,9915.63,10485.4
2190848,8483.38,7635.42,11972,11828.9,9994.24,10482
2191360,8603.58,7679.18,11942.5,11794.8,9961.12,10476.5
2191872,8583.54,7861.94,11977.1,11826.9,10010.4,10481.8
2192384,8651.19,7803.2,11970,11815.7,9995.51,10497.8
2192896,8690.03,7587.32,11953.1,11826.5,9994.78,10476.7
2193408,8427.33,7789.17,11947.7,11791.9,9991.39,10484.1
2193920,8546.92,7000.04,11945.5,11828.8,9984.18,10469.8
2194432,8615.92,7256.7,11968.6,11830.5,10004.8,10478.5
2194944,8621.06,7773.09,11907.6,11815.7,10002.2,10483.1
2195456,8593.06,7748.89,11927.2,11800.8,9974.8,10471.7
2195968,8607.5,7503,11966,11815.3,10006.1,10485.9
2196480,8635.63,7804.73,11974.8,11826.1,10007.7,10478.7
2196992,8664.21,7795.16,11968.3,11843.3,9992.06,10479
2197504,8491.23,7441.07,11952,11804.9,9966.25,10481.9
2198016,6936.99,7314.41,11954.7,11678.2,9999.39,10470.9
2198528,7531.61,7464.04,11933.6,11833.9,9939.51,10486.8
2199040,8672.58,7365.31,11946.1,11830.8,9999.85,10489.2
2199552,8682.64,7825.21,11981.1,11832.4,9993.79,10477.8
2200064,8694.16,7579.56,11962.6,11776.7,9970.65,10480.7
2200576,8623.86,7421.96,11956.7,11816.6,10001.1,10481.4
2201088,8716.7,7721.67,11949.6,11818.8,9971.12,10462.1
2201600,8653.19,7742.15,11973.7,11837.6,9993.95,10483
2202112,8490.32,7779.98,11971,11824.9,9995.51,10473.7
2202624,8709.19,7787.79,11956.9,11849.5,9989.47,10466.1
2203136,8192.22,7419.26,11945.5,11827.7,9994.83,10471.4
2203648,8752.13,7923.49,11993,11851.8,10021.9,10482.7
2204160,8696.8,7804.1,11940.8,11789.7,10032.3,10462.1
2204672,8779.31,7780.5,12005.2,11879.8,10030.8,10475.8
2205184,8783.99,7775.17,11994.8,11866.5,9980.96,10479.5
2205696,8857.95,7906.29,12011.3,11834,9996.94,10480.7
2206208,8741.33,8041.84,11993.3,11866.6,10025.9,10471.8
2206720,8860.87,8008.94,12004.3,11877.4,10009.6,10472.6
2207232,8732.62,8018.61,11975.9,11868.4,10011.9,10474.6
2207744,8821.3,7980.1,12001.6,11829.5,10010.4,10486.2
2208256,8838.46,7661.59,12005,11864.8,9367.14,10471.1
2208768,8842.88,7684.39,11999,11871.8,10013.9,10468.6
2209280,8733.48,7838.06,11986.5,11876.2,10018.5,10476
2209792,8833.04,7894.86,12013.9,11880,10017,10481.8
2210304,8849.63,7979.19,12006.2,11879.6,10030,10475.9
2210816,8855.84,7861.06,11954.5,11830,9998.1,10487
2211328,8783.81,7985.06,11993.8,11863.1,10007.6,10480.7
2211840,8835.3,7833.16,11982.4,11867,10013.4,10491.5
2212352,8869.15,7756.62,11999.3,11879.9,10018,10484.7
2212864,8756.06,7866.46,11983.6,11877.8,10022.6,10485.5
2213376,8871.16,7875.33,12012,11860.2,10019.2,10477.1
2213888,8759.83,7679.79,11911.2,11869.9,10035.6,10471.6
2214400,8872.58,7852.02,12001.7,11860.9,10025.7,10481.9
2214912,8711.83,7616.85,11963.1,11860,10010.9,10484.4
2215424,8844.88,7905.27,12013.2,11860,10001.9,10481.4
2215936,8793.32,7539.03,11984.4,11876.1,10005.7,10481.3
2216448,8846,7753.88,11973.6,11863.9,10017.5,10480.4
2216960,8876.57,7918.81,11992.7,11804.6,10033.9,10480.7
2217472,8825.86,7564.55,11978,11861.4,10025.5,10482.3
2217984,8632.76,7368.92,11992.2,11883.3,10010,10486
2218496,8847.36,7788.24,11997.2,11880.2,10009.3,10473.5
2219008,8741.78,7766.03,11982.5,11838.8,10029.1,10477.1
2219520,8220.06,7777.87,12003.8,11863.8,10023.8,10489.1
2220032,8846.68,7923.13,11982.1,11875.1,10004.5,10468.7
2220544,8716.44,7890.23,12000.6,11879.4,10023.5,10471.1
2221056,8766.95,7375.43,11977.9,11888,10012.1,10482.6
2221568,8723.04,7622.59,11972,11851.9,9977.45,10475.9
2222080,6047.91,7152.88,12018.7,11390.8,10013.7,10470.1
2222592,8302.11,7534.8,11992.7,11834.1,9965.91,10472.5
2223104,8495.69,5821.56,11958.6,11865.4,10015.7,10484.4
2223616,8757.91,7741.7,11977.6,11842.2,10014.2,10485.6
2224128,8814.97,7850.79,12011.8,11861.3,10008.9,10484.7
2224640,8823.16,7776.38,11961.5,11855.6,10024.9,10477.2
2225152,8815.51,7800.58,11999.9,11856.7,10021.1,10492.8
2225664,8703.86,7841.12,11989.1,11871.7,10002.6,10466.3
2226176,8550.19,7866.87,11999,11847.4,10007.2,10482.3
2226688,8674.57,7517.04,11988.7,11834.8,10024.6,10490.5
2227200,8739.69,7743.09,11984.4,11874.5,10033.7,10475.6
2227712,8662.99,7587.11,12011.6,11866.1,10009.2,10474.2
2228224,8770.26,7751.85,12004,11867.3,9985.15,10477.5
2228736,8794.06,7680.12,11997.6,11875.8,10005.1,10483.2
2229248,8779.8,7783.58,11999.8,11820.4,10010.8,10459.2
2229760,8672.93,7559.1,12000.4,11873.9,10000.7,10475.2
2230272,8605.57,7469.07,11989.6,11866.5,10024.9,10473.1
2230784,8498.07,7486.98,11994.5,11854.9,10019.2,10479.6
2231296,8664.77,7590.21,12012.4,11872.5,10007.9,10482
2231808,8516.94,7707.64,12021.7,11867.3,10017,10484.4
2232320,8798.88,7789.06,11984.4,11848.3,10020.5,10485.2
2232832,8617.96,7557.05,11945.2,11886,10022,10476
2233344,8669.62,7647.8,11994.7,11839.5,9988.95,10481.7
2233856,8454.66,7628.3,11984,11869.2,10017.5,10482
2234368,8810.74,7780.04,12012.2,11869.8,10032.3,10483.2
2234880,8556.88,7643.62,11984.1,11872.5,10033.8,10496.4
2235392,8767.5,7578.84,11925.7,11854.1,10010.9,10488
2235904,8727.02,7438.41,12001.5,11728.4,10019.2,10479.7
2236416,8776.14,7697.24,11997.2,11877.5,10009.1,10477.6
2236928,8668.85,7647.34,12009.1,11876.5,10011,10482
2237440,8793.76,7702.54,11998.4,11859.1,10015.9,10472.9
2237952,8693.45,7537.78,12002.7,11868.2,10024.2,10481.9
2238464,8606.54,7594.87,12003.9,11875.1,10017.5,10476
2238976,8764.26,7721.88,12001.2,11862.5,10019,10478.4
2239488,8634.7,7410.42,11995.9,11823.2,9995.05,10480.8
2240000,8716.75,7656.74,12000.8,11862.1,9891.79,10483.2
2240512,8823.87,7722.48,11845.9,11877,9999.99,10481.5
2241024,7550.26,7498.97,11994.4,11868.6,10035.3,10484.7
2241536,8848.66,7643.36,12012.2,11839.8,9992.22,10492.9
2242048,8654.09,7583.29,11992.3,11874,10018.1,10477.2
2242560,8829.02,7644.45,11996.7,11848.9,10029,10472.6
2243072,8631.77,7535.23,11990.3,11861,10018.9,10484.4
2243584,8579.46,7583.1,11988.7,11853.2,10011.1,10484.4
2244096,8654.99,7754.57,11982.8,11875.4,10019,10489.2
2244608,8761.28,7809.76,11998.5,11879.2,10011.2,10491.6
2245120,8757.54,6679.46,11971.2,11862.9,10006.7,10471.8
2245632,8467.77,7169.65,11988.9,11864.6,9958.34,10483.2
2246144,8719.59,7678.84,11920.1,11805,10016.9,10498.8
2246656,8666.83,7499.29,11972.4,11856.3,10041.7,10474.9
2247168,8672.17,7618.33,12011.6,11874.3,10041.4,10488.4
2247680,8704.3,7698.89,12007.9,11830.3,10071.2,10483.4
2248192,8656.5,7553.28,11987.5,11877,10012.5,10469
2248704,8691.32,7715.47,12016.1,11861.9,10019.3,10473.8
2249216,8627.01,7402.54,11983.9,11856.7,10023.1,10475
2249728,8770.35,7630.26,11991.4,11885.7,10029.9,10498.7
2250240,8743.46,7453.24,12008.1,11859.5,10016.4,10478.5
2250752,8821.36,7681.82,12005.5,11845.4,9994.06,10485.8
2251264,8636.81,7543.61,12019,11868,9957.02,10483.3
2251776,8671.71,7372.7,11946.8,11875.4,10026.2,10494.7
2252288,8710.54,7467.91,12018.5,11785.3,10017.3,10501.2
2252800,8895.48,7757.88,11974.6,11853.1,10038.7,10488
2253312,8818.93,7774.92,12000.9,11872.5,10024.5,10492
2253824,8846.2,7172.94,11979,11861.1,10026.7,10482.1
2254336,8747.69,7760.04,12070,11863.8,9977.64,10487.3
2254848,8438.46,7682.6,11933.4,11861.7,10027.9,10481.9
2255360,8575.8,7542.29,11987.2,11866,10054.6,10489.2
2255872,8832.43,7748.54,12022.6,11815,10029.5,10483
2256384,8744.54,7348.23,11997.4,11868.2,10035.1,10480.9
2256896,8775.91,7537.27,12024.8,11872,10046.8,10483.3
2257408,8748.22,7710.72,12002.3,11891.5,10035.6,10480.8
2257920,8604.75,7898.96,12090.2,11869,10034.5,10487.6
2258432,8759.88,7615.15,11998.7,11849.7,10009.5,10492.1
2258944,8448.75,7796.38,12000.9,11887.5,10040.5,10492.8
2259456,8602.9,7634.8,12002,11866.1,9775.28,10482.1
2259968,8498.18,7460.58,11992.9,11835.9,10016.7,10494.7
2260480,8634.93,7498.41,11995.6,11857.9,10005.6,10477.9
2260992,8339.71,7474.73,11992,11871,10022,10476.2
2261504,8558.76,7397.03,11994.1,11877.4,10012.7,10495.3
2262016,8691.21,7749.33,12021.5,11854.5,10094.5,10490.3
2262528,8615.42,7502.9,11914.8,11869.7,10033.6,10493.5
2263040,8816.48,7781.46,11999.6,11871.3,10037.4,10485.7
2263552,8640.02,7814.55,11989.5,11880.8,10028.5,10498.2
2264064,8746.15,7876.77,12013.1,11889.8,10050.9,10490
2264576,8750.11,7414.2,12013.6,11889.3,10045.7,10483
2265088,8759.19,7851.92,12021.7,11871.1,10050.6,10495.2
2265600,8911.79,7770.98,12015.3,11860.7,10040.9,10484.5
2266112,8944.79,7706.22,12014.8,11883.8,9976.79,10497.9
2266624,8762,7854.04,12007.4,11882.3,10062.7,10489.2
2267136,8964.56,7861.76,12015.5,11886,10039.5,10490
2267648,8957.67,7703.1,12011.2,11884.5,10045.1,10493.2
2268160,8929.81,7838.86,12016.6,11848.6,10027.7,10483.3
2268672,8692.12,7691.67,12023.1,11884.1,10048.2,10488.5
2269184,8820.81,7236.31,12009.2,11856.1,10041.1,10479.1
2269696,8875.77,7823.53,12033.3,11867.6,10044.5,10490.4
2270208,8687.12,7839.57,12021.6,11943.1,10034.9,10488.3
2270720,8968.62,7285.84,12002.4,11875.5,10021.5,10495.2
2271232,8882.65,7753.71,12005.7,11888.1,10025.6,10497.5
2271744,8800.63,7840.79,12020.6,11854.9,10037.5,10476.7
2272256,8870.35,7640.8,11932.2,11881.5,10023.8,10489.2
2272768,8731.39,7557.46,12024.5,11886.2,10032.8,10501
2273280,8469.16,7563.6,11991.5,11894.1,10052.5,10481
2273792,8674.94,7500.4,11987.3,11847.9,10027.3,10484.1
2274304,8817.14,7596.69,12007,11895.8,10039.2,10497.1
2274816,8997.02,7747.98,12008.1,11882.9,9995.92,10487.7
2275328,8943.85,7598.83,12017.7,11893.4,10026.3,10478.7
2275840,8763.53,7391.4,11998.6,11898.1,10029.3,10503.7
2276352,8986.1,7871.28,12023.1,11878.9,10041.9,10487.4
2276864,8593.7,7463.45,12014.7,11854.6,10037.5,10484.5
2277376,8883.94,7789.86,12004.6,11882.7,10009.7,10497.8
2277888,8886.23,7544.6,11965.5,11892.2,10033.8,10450.5
2278400,8856.92,7643.14,12030.2,11882.9,10033.1,10496.9
2278912,8915.61,7628.54,12031.9,11948.3,10037.6,10481
2279424,8965.87,7743.32,11982,11851.9,10045.8,10483.4
2279936,8777.31,7598.68,12003.8,11891.9,10036.2,10493.8
2280448,8634.29,7822.14,12030.9,11880,10039.2,10497.4
2280960,8884.55,7710.31,12006.5,11874.9,10007.1,10492.4
2281472,8944.12,7519.7,12003.4,11848.1,10017.4,10492.8
2281984,8720.15,7945.84,12026.2,11892.2,10033.7,10495.1
2282496,8744.53,7548.96,12006.1,11890.2,10061.2,10497.5
2283008,8933.68,7602.12,11917.8,11882.5,10037.1,10486.9
2283520,8919,7565.15,11998.8,11870.1,9969.49,10489.2
2284032,8939.75,7747.05,12024.3,11884.7,10030.1,10486.7
2284544,8540.21,7614.89,12021.1,11886.3,10054.6,10483
2285056,8810.4,7865.33,12026.5,11894.7,10034.6,10487.8
2285568,8929.92,7816.31,11953.2,11876.6,10033.2,10483.7
2286080,8872.89,7716.89,12018.1,11897.4,10029.1,10498.2
2286592,8750.94,7771.21,12023.4,11897.5,10022.9,10490
2287104,8878.31,7548.91,12020.8,11878.4,10028.1,10480.7
2287616,8755.14,7760.75,12019.3,11897.1,10040.7,10483.4
2288128,8788.7,7844.42,12023,11895.1,10048.1,10471.7
2288640,8786.99,6219.27,11989.2,11875.5,10041.5,10496.6
2289152,8627.51,7636.01,12029.5,11886.4,10023.8,10492.9
2289664,8789.79,7804.35,12005.2,11921.3,10019.4,10489.6
2290176,8963.5,7827.58,12030.1,11896.9,10040.1,10480.2
2290688,8900.92,7721.95,12000.5,11887.1,10043.4,10487.8
2291200,8790.87,7816.96,11966.9,11852.6,10040.2,10474.5
2291712,8653.85,7701.23,12036.5,11895,10050.2,10477.2
2292224,8903.11,7696.44,11924.7,11848.7,10024,10493.6
2292736,8844.87,7851.41,12026,11892.1,10024.8,10492
2293248,8860.33,7675.66,12021.8,11880.8,10074.3,10482.2
2293760,8992.88,7775.18,12077.1,11882.9,10049.5,10496.6
2294272,8948.68,7514.32,12030.9,11885,10022.3,10507.5
2294784,8849.05,7877.43,12031.5,11906.3,10047.4,10489.2
2295296,8606.86,7859.05,12009.9,11883.1,10039.6,10478.3
2295808,9000.61,7864.87,11965.8,11871.8,10057.4,10491.5
2296320,8939.12,7490.97,12018.4,11812,10034.9,10484.2
2296832,8835.8,7886.28,12030,11876.6,10048.9,10495.4
2297344,9024.15,7737.6,12024.8,11895.3,10036.1,10479.3
2297856,9030.92,7754.67,12025.4,11900,10040.9,10491.6
2298368,8955.57,7755.95,12017,11896.4,10097.5,10501.2
2298880,9024.23,7738.62,11987.6,11899.6,10040.2,10481.4
2299392,8970.41,7817.17,12022.8,11887.3,10034.7,10497.4
2299904,8874.82,7889.78,12043,11879.1,10048,10499.8
2300416,8967.07,7578.16,12030.8,11884.3,10049.9,10480
2300928,8907.32,7707.21,12027.7,11874.1,10030.1,10491.6
2301440,8797.03,7952.95,12044.6,11907.7,10059.5,10501.6
2301952,8993.05,7806.5,12018.3,11890.2,10051.1,10498.7
2302464,9008.93,7869.13,12017.3,11894.4,10047,10495.4
2302976,8679.61,7712.77,12022.6,11905.3,10018.8,10488.1
2303488,8943.95,7786.24,12020,11799,10020.3,10499.2
2304000,8697.5,7873.47,12028.5,11892.5,10035.4,10479.9
2304512,8942.1,7763.28,12006.4,11801.2,10043.5,10495.1
2305024,8997.39,7574.5,11975.1,11880.3,10039.1,10473.8
2305536,8719.31,7645.52,12002.3,11860.9,10031.1,10498.5
2306048,8956.81,7876.18,12027.6,11895.9,10042.1,10488.5
2306560,8888.42,7620.09,11959.1,11897.5,10047.6,10491.6
2307072,9010.99,7853.58,12030.8,11896.5,10053.9,10495.9
2307584,8951.11,7883.01,12037.2,11898.2,10045.1,10507.9
2308096,9002.31,7590.04,12034,11898.2,10031.6,10498.6
2308608,8886.26,7889.45,12026.7,11904,10044.4,10488.1
2309120,9014.26,7616.52,12024.7,11896.3,10055.1,10503.2
2309632,8860.45,7549.9,12032.1,11887.6,10014.5,10492.7
2310144,8684.94,7566.09,12022.6,11893.4,10051.9,10494.3
2310656,9023.81,7917.55,12031.1,11909.4,10050.4,10484.6
2311168,7694.38,7631.08,12044.3,11889.4,10055.2,10486.9
2311680,9041.73,7810.16,12033.3,11895.6,10045.7,10487.3
2312192,8875.98,7816.99,12026,11890.5,10061.1,10491.6
2312704,8882.81,7867.81,12037,11879.3,10034.8,10493.9
2313216,8517.32,7782.05,12036.5,11838.1,10063,10483.5
2313728,8929.03,7828.4,12022.4,11884.6,10041.4,10490.2
2314240,8946.36,7984.69,12027.7,11910.3,10056.5,10496.9
2314752,8886.38,7463.69,12033,11880.1,10049.2,10477.7
2315264,8940.46,7756.1,12034.6,11902.2,10059.1,10495.5
2315776,8989.91,7856.29,12042.5,11909.5,10054.7,10498.3
2316288,8998.93,7871.01,12037.3,11881.4,10045.6,10486.6
2316800,8962.36,7848.37,12025.3,11905.5,10053.3,10494.5
2317312,8959.11,7866.87,12041,11885.6,10050,10502
2317824,9007.24,7834.47,12002.9,11898,10057.4,10503.1
2318336,9042.25,7761.6,12022.2,11912.9,10049,10492.7
2318848,9045.72,7945.17,12031.2,11896.5,10055.2,10483.5
2319360,8790.27,7574.43,12006.1,11873.6,10046.1,10500.1
2319872,9039.66,7989.55,12046.4,11902.8,10047.2,10491.3
2320384,8946.32,7996.86,12021.4,11897.8,10037.4,10490.4
2320896,9080.45,7832.2,12013.6,11901.9,10045.5,10494.7
2321408,8996.83,7878.98,12026.1,11895.3,10052.4,10491.9
2321920,9023.45,7646.68,12033,11908.7,10060.1,10510.1
2322432,8885.25,7826.52,12031.4,11910.8,10052.8,10490.9
2322944,9056.37,7731.21,12035.1,11905.8,10054.7,10491.6
2323456,9072.9,7867.34,12031.5,11892.6,10072.6,10468.2
2323968,8374.3,7609.7,12032.1,11886,10036.2,10506.6
2324480,9072.15,7923.24,12042,11885,10046.8,10494.6
2324992,8960.9,7857.36,12017.5,11888.2,10052.2,10485.8
2325504,9020.33,7883.9,12030.1,11821.8,10058.1,10488.1
2326016,8994.8,7885.64,12040.1,11889.8,10053,10498
2326528,9072.71,7845.87,12099.5,11910.8,10048,10493.1
2327040,8937.87,7855.38,12022.9,11870.6,10051.6,10496.2
2327552,9010.09,7903.66,12048.5,11910.4,10048,10474.4
2328064,9023.5,7603.48,12043.3,11896.2,10046.9,10499.7
2328576,8762.8,7929.5,12043.4,11905.5,10065.9,10489.3
2329088,8982.79,7940.09,12015.3,11940.9,10055.7,10499.5
2329600,9036.8,8032.57,12037.2,11909.7,10053.6,10491.1
2330112,8920.07,7964.53,12039.3,11908.7,10063.8,10498.6
2330624,9075.62,7868.59,12031,11819.6,10043.1,10494.9
2331136,8884.62,7840.56,12012.3,11885.9,10061.7,10488.1
2331648,9089.41,7881.87,12038.9,11843.5,10051.9,10499.9
2332160,9024.71,7926.08,12050.9,11899.8,10054.8,10490.7
2332672,9081.22,7920.37,12040,11902.4,10067.6,10494.6
2333184,8904.67,7971.83,12037.4,11907.1,10043.2,10501.7
2333696,9094.42,7610.82,11993.9,11883.7,10061.1,10494.9
2334208,9083.94,7941.19,12042.2,11907.2,10069.5,10492.4
2334720,8875.86,7864.6,12024.6,11889.5,10057.8,10491.6
2335232,9008.52,7848.8,11974.4,11901.2,10056,10471.4
2335744,9096.75,7889.45,12030.3,11895.2,10064.8,10496.2
2336256,9067.34,7911.8,12031.9,11900.3,10050.6,10498.5
2336768,8793.35,7595.9,12030.4,11889.2,10058.7,10500.4
2337280,8856.22,7898.89,12039.3,11906.6,10066.7,10497.9
2337792,8851.97,7524.14,12031.5,11887.3,10062,10505.8
2338304,9060.25,7740.19,12042.5,11900.1,10060.5,10507.7
2338816,8948.79,8039.93,12054.5,11901.2,10037.8,10484.7
2339328,9080.74,7988.24,12037.9,11893.1,10088.3,10498.4
2339840,9056.48,7964.9,12019.8,11903.8,10067.5,10492
2340352,9034.71,7694.62,12033.8,11899.3,10009,10504.2
2340864,8603.98,7689.95,12022.4,11873.6,9992.58,10504.9
2341376,8175.56,7013.44,11917.2,11840.4,10037.5,10496.2
2341888,8518.44,7301.17,11985.4,11846,10012.7,10488.2
2342400,8591.87,7494.05,12009.6,11882.9,10050.2,10500.7
2342912,8798.42,7712.61,12006.6,11877.9,10046.3,10495.5
2343424,8809.77,7157.7,11970.6,11856.3,10038,10503.8
2343936,8824.5,7647.56,12027.8,11878.5,10046.7,10503.3
2344448,8745.23,7724.5,11992.3,11875.6,9963.99,10502
2344960,8881.37,7567.02,12007.8,11881.2,10039.9,10490.5
2345472,8473.05,7249.02,11978.5,11866.7,10017.3,10501.9
2345984,8801.36,7319.11,12017.7,11846.1,10026.6,10500.2
2346496,8699.78,7349.75,12003.8,11842.7,10005.5,10493.9
2347008,8826.03,7826.6,12037.9,11880.5,10036.4,10483.6
2347520,8921.68,7266.85,12023.5,11847.8,10044.7,10485.8
2348032,8670.15,7838.34,12002.4,11876.6,10031.8,10492.1
2348544,8703.86,7681.52,11985.5,11870.6,10008.5,10506.6
2349056,8947.19,7717.92,11993.7,11877.2,10040.9,10505.3
2349568,8926.04,7541.27,12002.5,11891.4,10020.4,10495
2350080,8949.95,7693.51,12015.4,11869.3,10047.8,10484.7
2350592,8274.4,7572.9,12022.2,11866.9,10027.6,10499.6
2351104,8402.24,7354.13,11993.9,11873,9957.49,10501.9
2351616,8401.55,7578.45,12002.7,11862,10045,10504.1
2352128,8576.36,7247.05,11936.3,11821.6,10013.4,10497.8
2352640,8675.61,7418.7,11986.3,11834.6,10007.7,10496.1
2353152,8573.28,7717.13,12004.3,11877.3,10035,10497.6
