DataSize(Bytes),Pageable_H2D(MB/s),Pageable_D2H(MB/s),Pinned_H2D(MB/s),Pinned_D2H(MB/s),Mapped_H2D(MB/s),Mapped_D2H(MB/s)
1246208,8433.7,7426.86,11443.5,11343,9468.42,10210.3
1246720,8412.33,7443.68,11363.3,11331.2,9476.54,10229.9
1247232,8321.58,6866.56,11438.8,11350.6,9404.87,10211.7
1247744,8456.09,7363.5,11467.3,11347.5,9463.21,10239.8
1248256,8640.83,7211.23,11443.8,11347.8,9476.13,10228.5
1248768,8633.84,7091.5,11468.8,11348.1,9470.37,10224.2
1249280,8499.84,7393.06,11443.5,11294.2,9479.68,10206
1249792,8618.43,7009.83,11452.6,11368.7,9471.51,10224.2
1250304,8483.57,7422.7,11480.2,11326.7,9488.05,10196.9
1250816,8586.75,7417.25,11419.8,11341.7,9476.26,10218.5
1251328,8450.6,6919.79,11453.5,11346.3,9468.1,10231.8
1251840,8626.57,7463.04,11474.9,11344,9481.6,10229
1252352,8554.43,7504.37,11458.4,11362.5,9479.46,10247.9
1252864,8646.12,7469.52,11485.2,11342.1,9464.1,10212.9
1253376,8654.66,7568.33,11678.4,11360.6,9487.81,10217
1253888,8689.4,7348.83,11426,11282,9466.44,10224
1254400,8316.8,6947.41,11415.8,11310.5,9435.65,10225.4
1254912,8608.92,6850.63,11446.7,11326.3,9467.58,10229.6
1255424,8642.27,7333.31,11465.4,11351.5,9478.04,10217.7
1255936,8597.64,7454.65,11453.4,11317.5,9456.15,10238.6
1256448,8664.83,7066.44,11416.2,11390.1,9485.77,10237.2
1256960,8711.2,7320.76,11471.5,11350.8,9493.24,10231.6
1257472,8655.87,7492.12,11458.7,11316.8,9485.69,10222.5
1257984,8623.54,7337.12,11493.2,11348.8,9479.35,10235
1258496,8632.01,7487.37,11484.7,11326,9503.64,10236.4
1259008,8345.96,7483.69,11443.8,11335.8,9457.18,10218.2
1259520,8650.98,7505.45,11465.1,11350.7,9504.75,10225.9
1260032,8648.02,7419.85,11468,11347.5,9479.21,10234.2
1260544,8504.16,6564.24,11476.1,11359,9496.24,10208.5
1261056,8622.78,7499.61,11489.6,11364.5,9488.11,10255.1
1261568,8674.05,7529.32,11515.4,11353.7,9490.16,10239
1262080,8621.87,7505.32,11484,11362.6,9484.44,10225.8
1262592,8665.09,7151.27,11429.3,11332.9,9478.73,10242.4
1263104,8327.27,7432.07,11500.3,11344.4,9490.94,10227.8
1263616,8686.63,7459.38,11494.4,11327.6,9517.58,10213.2
1264128,8448.97,7381.62,11456.3,11323.7,9572.24,10237.5
1264640,8680.15,7560.14,11487.1,11349.6,9504.88,10241.6
1265152,8470.53,7365.95,11398,11332.9,9502.13,10223.6
1265664,8185.26,7445.3,11317,11357.9,9467.21,10243.7
1266176,8642.92,7247.67,11423.6,11364.2,9426.09,10231.8
1266688,8694.21,7479.74,11486.5,11210.2,9483.79,10239.4
1267200,8680.23,7547.44,11473.6,11354.6,9502.55,10240.1
1267712,8565.61,7565.99,11467.8,11365.2,9489.67,10244.2
1268224,8504,7520.85,11510,11362.1,9475.06,10226.9
1268736,8362.09,7062.25,11452.8,11359.9,9498.53,10228.9
1269248,8229.87,7173.29,11493.9,11345.7,9468.47,10250.4
1269760,8647.58,7317.02,11479.4,11358.8,9496.66,10238.6
1270272,7990.09,6866.56,11457.9,11350.6,9441.84,10227.5
1270784,8604.41,7469.15,11447.8,11487.8,9493,10242
1271296,8694.8,7455.62,11487.2,11310.6,9480.19,10235
1271808,8521.32,7117.9,11445,11295.7,9419.78,10248.2
1272320,8707.29,7559.8,11507.8,11492.1,9489.01,10237.1
1272832,8739.9,7608.73,11478.4,11364.9,9517.84,10226.7
1273344,8513.91,7470.93,11462.2,11332.2,9503.19,10243.2
1273856,8693.35,7465.85,11507.7,11381.8,9476.16,10252.2
1274368,8736.86,7270.47,11479.3,11375.3,9501.31,10231.4
1274880,8684.93,7540.06,11489.1,11384.1,9500.38,10234.9
1275392,8589.75,7401.35,11470.3,11387,9486.4,10243.1
1275904,8715.31,7573.17,11495.7,11368.5,9515.15,10243.8
1276416,8490.16,6812.96,11438.9,11364.6,9492.24,10227.2
1276928,8716.31,7357.61,11473.7,11235.7,9481.85,10230
1277440,8556.17,7225.41,11486.1,11354.2,9526.6,10236.8
1277952,8663.77,6755.22,11434.6,11361.3,9507.82,10221.7
1278464,8553.42,7579.69,11506.6,11375.2,9514.6,10242.3
1278976,8753.85,7396.94,11455.8,11382.3,9509.5,10221.6
1279488,8799.79,7301.08,11451,11342,9478.43,10228.5
1280000,8708.86,7566.59,11477.1,11385.5,9511.78,10245.6
1280512,8768.39,7144.14,11478.2,11386.6,9454.87,10214.7
1281024,8767.36,7574.52,11469.9,11353.1,9485.68,10240.7
1281536,8747.27,7205.5,11486.5,11373.7,9513.7,10245.5
1282048,8564.9,7448.32,11484.2,11335.2,9497.98,10248.9
1282560,8457.41,7428.85,11461.2,11336.3,9465.89,10231.1
1283072,8571.26,7336.98,11433.3,11113.4,9494.95,10256.4
1283584,8768.78,7563.77,11487.6,11326.9,9494.02,10246.8
1284096,8739.72,7096.72,11474.1,11377.7,9491.92,10246.1
1284608,8302.82,7250.13,11444.4,11390.7,9512.22,10247.4
1285120,8396.26,7536.32,11501.4,11404.6,9518.97,10270.7
1285632,8789.82,7263.13,11477.5,11364.3,9495.62,10255.6
1286144,8748.16,7614.62,11499.3,11403.5,9520.64,10253.5
1286656,8536.84,7616.14,11485.8,11420.8,9512.61,10257.6
1287168,8576.03,7625.98,11490.4,11282.5,9505.2,10245.9
1287680,8545.06,7540.2,11454.6,11352.1,9509.57,10252.7
1288192,8787.16,7241.56,11490,11338.2,9502.75,10251.3
1288704,8781.61,7610.12,11509.3,11373.8,9518.9,10237.6
1289216,8675.01,6911.3,11470,11393.5,9516.19,10240.3
1289728,8575.36,7567.43,11493.4,11390.4,9526.46,10228.7
1290240,8783.04,7573.79,11497.1,11400.8,9531.42,10226.6
1290752,8800.09,7633.56,11498.3,11233,9518.1,10232.1
1291264,8772.98,7613.17,11483.1,11400.6,9503.65,10234.1
1291776,8835.37,7393.14,11480.8,11382.3,9539.22,10260.6
1292288,8628.96,7632.04,11497.3,11392.7,9585.16,10245.6
1292800,8595.78,7201.58,11460,11417.5,9532.61,10225.2
1293312,8814.02,7340.61,11503.9,11329.7,9504.06,10272.8
1293824,8801.91,7603.07,11527.3,11345,9507.23,10239.4
1294336,8428.76,6994.74,11524.2,11410.8,9516.86,10237.3
1294848,8823.48,7039.31,11491.8,11411.1,9534.74,10263.2
1295360,8828.48,7640.72,11501.5,11397.1,9526.74,10245.4
1295872,8606.61,7606.85,11426,11397.4,9511.14,10231.1
1296384,8729.16,7635.8,11507.1,11380.9,9524.87,10256.9
1296896,8822.81,7650.16,11502.3,11411.4,9505.78,10252.8
1297408,8769.24,7487.92,11485.5,11381.5,9522.42,10260.3
1297920,8817.7,7660.75,11504.5,11394.4,9605.42,10243.9
1298432,8703.13,7219.79,11400.5,11382.9,9515.29,10243.9
1298944,8756.78,7559,11488,11391.6,9526.07,10233.7
1299456,8854.37,7665.64,11501.9,11382.7,9532.75,10247.9
1299968,8841.69,7468.71,11511.5,11388,9516.6,10262.8
1300480,8839.12,7448.32,11509.2,11360,9540.85,10256.7
1300992,8762.66,6750.98,11491.6,11350.3,9531.12,10230.2
1301504,8769.58,6964.64,11498.7,11404.8,9536.04,10264
1302016,8806.88,7654.6,11512.6,11390.1,9549.18,10267.4
1302528,8811.34,7672.75,11480.5,11413.8,9524.81,10258.6
1303040,8870.17,7296.81,11504.6,11390.7,9529.14,10257.8
1303552,8877.21,7117.13,11504.8,11377.6,9521.78,10245
1304064,8837.28,6940.64,11536.7,11397.9,9530.2,10250.3
1304576,8726.65,7646.65,11518.1,11394.9,9538.62,10253
1305088,8518.32,7689.35,11629.4,11380.2,9526.58,10257
1305600,8877.46,6820.92,11468.5,11398.8,9541.42,10252.9
1306112,8862.74,7186.07,11504.4,11391.6,9536.39,10247.5
1306624,8870.76,7213.86,11532.8,11513.2,9534.88,10247.5
1307136,8854.07,7677.51,11522.8,11388.1,9534.53,10251.5
1307648,8887.33,7438.98,11509.4,11410,9529.51,10277.1
1308160,8871.09,7700.22,11536.9,11407,9563.06,10259.5
1308672,8497.51,6808.92,11488.8,11408.9,9511.97,10236.6
1309184,8629.16,7500.69,11520.4,11405.1,9543.62,10254.1
1309696,8865.36,7722.99,11525.8,11279.3,9547.94,10254
1310208,8884.97,7648.82,11535.4,11409.8,9529.53,10232.5
1310720,8829.18,7686.44,11505.9,11396,9558.91,10258
1311232,8737.83,7696.26,11527.4,11376.3,9519.55,10257.3
1311744,8861.11,7631.26,11496.3,11394.1,9533.72,10244.5
1312256,8627.46,7670.55,11536.4,11334.1,9517.13,10243.8
1312768,8948.66,7720.86,11514.5,11399.6,9529.54,10265.3
1313280,8660.94,7187.03,11502.1,11354.5,9499.71,10257.2
1313792,8825.44,7677.64,11527.8,11408.5,9556.18,10260.5
1314304,8843.83,7592.79,10121.3,11413,9537.79,10264.5
1314816,9010.54,7689.66,11240.6,11401.6,9516.59,10248.4
1315328,8809.45,7232.44,11414.4,11419.4,9523.19,10251
1315840,8883.75,7714.57,11500.9,11384.8,9543.13,10255
1316352,8889.22,7533.79,11506.2,11392.6,9490.83,10254.3
1316864,8729,7635.7,11498.9,11394.5,9524.48,10256.3
1317376,8905.21,7135.1,11490.7,11362.7,9531.07,10240.2
1317888,8768.95,7602.81,11519.6,11412.5,9524.95,10255.5
1318400,8925.29,7535.75,11539.3,11419.4,9526.92,10238.8
1318912,8673.61,7683.83,11519.3,11315.3,9530.04,10240.8
1319424,8919.56,7594.03,11539,11396,9552.27,10242.1
1319936,8728.5,7218.82,11524.8,11388.9,9525.89,10246.1
1320448,8657.92,7314.24,11519.2,11412.3,9523.82,10264.1
1320960,8746.92,6971.74,11523.7,11283.4,9533.86,10248.7
1321472,8830.25,7720.25,11538.3,11402.1,9546.22,10256
1321984,8933.32,7512.65,11507.3,11423.1,9626.34,10274
1322496,8714.01,6841.13,11522.7,11413.4,9547.25,10249.2
1323008,8950.39,7695.28,11534.8,11395.6,9553.84,10267.9
1323520,8779.96,7663.49,11546,11397.5,9529.25,10250.5
1324032,8849.34,7381.77,11518.4,11414.3,9525.46,10267.8
1324544,8911.73,7757.59,11517.8,11412.9,9547.01,10261.1
1325056,8911.65,7777.02,11539.1,11423.1,9547.23,10241.1
1325568,8743.43,7693.66,11525.1,11380.6,9532.49,10245.1
1326080,8916.02,7171.81,11523.6,11408.9,9548.84,10247.7
1326592,8949.24,7700.73,11536.5,11423.2,9561.19,10253
1327104,8867.89,7676.78,11500.7,11379.1,9544.68,10263.6
1327616,8775.39,7744.76,11526.9,11417.1,9568.57,10240.3
1328128,8597.62,7550.44,11429.8,11387,9525.61,10256.9
1328640,8543.87,7299.24,11524,11415.2,9543.06,10256.2
1329152,8790.42,7783.43,11555.4,11399.9,9540.99,10250.2
1329664,8933.07,7688.98,11549.7,11405.9,9515.45,10260.1
1330176,8927.95,7683.74,11507.2,11407.9,9540.3,10263.4
1330688,8921.84,7625.73,11530.9,11417.2,9552.02,10268
1331200,8485.26,7746.71,11631.7,11405.2,9536.74,10248.7
1331712,8378.32,7244.34,11514.6,11391.5,9534.68,10267.3
1332224,8913.09,7754.56,11535.8,11351.9,9555.56,10261.3
1332736,8980.02,7760.96,11555.4,11429,9550.04,10257.9
1333248,8844,7753.33,11538,11403,9652.35,10275.8
1333760,8943.95,7734.8,11532.4,11413.1,9562.55,10265.8
1334272,8916.79,7819.17,11544.3,11419.2,9557.6,10269.7
1334784,8848.28,7418.81,11522.8,11426,9625.47,10273.7
1335296,8916.63,7407.5,11528.9,11412.4,9547.73,10273.6
1335808,8963.73,7664.65,11527.5,11431.5,9566.31,10260.4
1336320,8994.51,7683.86,11538.6,11418.7,9571.12,10260.3
1336832,8949.45,7785.95,11529.6,11423.9,9498.32,10286.8
1337344,8851.96,7295.28,11550.8,11457,9610.21,10272.2
1337856,8527.69,7478.42,11291.8,11046.2,9480.17,10254.9
1338368,8620.38,7576.14,11551.3,11429.6,9546.21,10266.1
1338880,7849.26,7118,11485.8,11394,9538.45,10259.5
1339392,8954.52,7671.18,11540.9,11400.8,9520.48,10266.7
1339904,8608.87,7590.96,11524.5,11402.7,9542.33,10254.8
1340416,8752.74,7053.19,11510.6,11365.7,9561.97,10271.3
1340928,8729.31,6769.33,11517.5,11413,9529.69,10257.4
1341440,8637.83,7698.08,11519.4,11409.3,9559.55,10277.1
1341952,8957.56,7677.73,11527.1,11413.6,9575.79,10263.2
1342464,8757.48,7799.32,11549,11441.6,9502.65,10254.7
1342976,9009.8,7545.25,11558.4,11429.7,9553.93,10287.6
1343488,8829.87,7604.04,11534.5,11448.7,9544.47,10262.5
1344000,8997.43,7741.46,11538,11397.7,9566.35,10278.2
1344512,8700.85,7744.41,11511.8,11367.3,9526.77,10277.5
1345024,8973.05,7811.91,11534.4,11425.1,9568.5,10288.7
1345536,8955.91,6981.21,11509.8,11451.4,9553.9,10271.5
1346048,9011.65,6815.1,11549,11427.2,9564.37,10275.5
1346560,8823.31,7834.57,11550.9,11444.6,9570.86,10258.3
1347072,8952.14,7355.42,11444.1,11525.4,9564.23,10283.3
1347584,8965.04,7525.74,11531.4,11393.2,9561.61,10286.5
1348096,8908.79,7798.59,11561.6,11443,9661.85,10257.6
1348608,8809.61,7790.21,11556.8,11446.5,9560.34,10273.9
1349120,9023.09,7571.92,11560.4,11429.7,9544.67,10275.9
1349632,8953.18,7692.87,11536.5,11445.4,9625.98,10262.1
1350144,8831.74,7828.29,11571.6,11387.4,9567.24,10264.6
1350656,9041.99,7460.42,11550.3,11247.7,9462.87,10284.3
1351168,8601.5,7197.77,11567.1,11435.7,9568.24,10275.1
1351680,9018.46,7801.91,11527.6,11419.8,9562.78,10255.4
1352192,8921.51,7432.4,11570.9,11438.7,9548.27,10259.3
1352704,8995.08,7788.59,11534.7,11443,9592.22,10271
1353216,8795.85,7796.43,11466.9,11446.5,9565.13,10285.4
1353728,8766.2,7513.24,11561.6,11428.2,9590.36,10250.1
1354240,9042.63,7833.37,11568.5,11433.3,9578.62,10263.1
1354752,8853.63,7846.23,11545.5,11442.5,9585.08,10258.5
1355264,9043.38,7812.38,11568.1,11436.3,9579.04,10266.9
1355776,9012.5,7037.71,11525.4,11394.6,9573.01,10286.5
1356288,9035.55,7862.39,11556.2,11455.4,9577.76,10276.6
1356800,9058.2,7791.85,11547.3,11449.2,9564.38,10255.1
1357312,9005.13,7747.39,11432.5,11445.4,9556.12,10255.7
1357824,8915.25,7852.58,11565.9,11432,9590.88,10281.1
1358336,8590.71,7770.72,11557.1,11416.1,9573.5,10277.1
1358848,8907.25,7864.23,11829.9,11360.4,9561.29,10288.8
1359360,9126.91,7832.96,11579.8,11435.2,9577.33,10271.8
1359872,9036.2,7772.42,11564.4,11432.3,9547.08,10274.4
1360384,9013.47,7813.18,11545.7,11409.2,9569.83,10294.6
1360896,9089.11,7831.59,11573.1,11407.9,9563.28,10263.3
1361408,8952.59,7964.1,11549.4,11421.8,9565.18,10269.7
1361920,9079.16,7324.44,11525.1,11420.5,9558.08,10270.3
1362432,9007.52,7815.16,11571.3,11448.1,9547.06,10260.6
1362944,9069.75,7787.74,11562.5,11451.6,9574.85,10275.5
1363456,9100.59,7852.39,11555.3,11442.2,9577.32,10283.2
1363968,9080.62,7893.86,11573.6,11457,9583.74,10260.5
1364480,9054.2,7469.97,11543.4,11470.2,9556.92,10269.5
1364992,8938.68,7199.03,11575.7,11468,9580.2,10276
1365504,9119.37,7168.43,11545.6,11399.2,9551.74,10276.6
1366016,9082.09,7346.14,11563.8,11448.4,9586.26,10261
1366528,8934.51,7830.74,11527.2,11400.6,9553.3,10265.5
1367040,9133.21,7862.02,11575,11547.9,9535.63,10275.1
1367552,9034.35,7632.25,11590,11435.5,9578.43,10268.6
1368064,9123.18,7697.45,11536.1,11355.4,9570.21,10257.6
1368576,8932.22,7861.75,11566.6,11443.3,9601.4,10262.1
1369088,9137.67,7887.49,11561.9,11560.3,9606.12,10282.8
1369600,9078.07,7738.24,11563,11391.9,9566.92,10265.9
1370112,8777.41,7844.49,11561.6,11452.1,9566.01,10273
1370624,9107.64,7508.78,11564.2,11441.2,9580.25,10279.4
1371136,9076.14,7818.06,11531,11419,9550.23,10278.1
1371648,9114.96,7770.43,11563.9,11447.3,9584.03,10260.6
1372160,9143.33,7859.99,11571.5,11448.4,9569.1,10264.4
1372672,9163.65,7575.35,11570.9,11449.4,9492.15,10268.3
1373184,9020.57,7888.6,11580.1,11421.7,9589.15,10272.1
1373696,9154.08,7888.88,11550.1,11447.6,9583.18,10291.4
1374208,8693.86,7853.61,11517.8,11447.8,9567.71,10261.7
1374720,9128.75,7900.85,11584.9,11460.1,9581.35,10282.3
1375232,9101.23,7915.24,11577.7,11419.6,9584.92,10266.8
1375744,9087.46,7855.98,11547,11425.5,9572.26,10270.6
1376256,9133.36,7940.3,11561,11456.9,9604.41,10273.2
1376768,9139.81,7401.62,11556.4,11441.2,9576.59,10278.3
1377280,9083.52,7845.21,11482.2,11449.4,9588.54,10266
1377792,9092.43,7298.51,11574.7,11445.7,9568.63,10265.3
1378304,9133.73,7908.1,11600.3,11456.3,9588.39,10289.7
1378816,9014.85,7821.07,11555.7,11442.2,9549.04,10287.1
1379328,9143.06,7938.43,11565.6,11458.4,9565.93,10262
1379840,9135.27,7920.35,11600.9,11453.9,9590.68,10260.1
1380352,8618.38,7090.57,11584,11460.6,9580.83,10280.6
1380864,9093.57,7914.41,11514.5,11439.3,9600.6,10264.5
1381376,9130.23,7894.19,11568.2,11440.4,9590.17,10292.1
1381888,9176.35,7856.44,11570.8,11455.8,9559.77,10295.9
1382400,9057.15,7865.73,11444.9,11462.4,9679.58,10238.3
1382912,8968.82,7937.98,11584.3,11477,9576.85,10270.1
1383424,9155.95,7801.55,11590.2,11447.8,9615.59,10307.3
1383936,9170.54,7648.85,11599.4,11435.4,9609.06,10290.5
1384448,8963.67,7795.16,11540.4,11457.9,9609.82,10279.6
1384960,9084.41,7896.88,11560.8,11443,9601.63,10264.9
1385472,8893.98,7433.33,11532.8,11452,9591.24,10284
1385984,9188.71,7938.03,11601.1,11460.2,9592,10268
1386496,9175.77,7781.33,11587.4,11461.3,9571.65,10286.5
1387008,9085.85,7701.53,11557.7,11444.1,9606.89,10272.4
1387520,9245.68,7693.98,11565.2,11484.9,9594.27,10281.9
1388032,9182.37,7875.6,11581.6,11672.3,9593.36,10278
1388544,9144.15,7924.52,11590.7,11376.4,9600.8,10278
1389056,9092.27,7942.27,11594.2,11475.3,9598.21,10246.8
1389568,9205.3,6835.7,11580.6,11472.4,9596.75,10291.3
1390080,9131.06,7830.57,11593.8,11455.2,9568.13,10270.2
1390592,9040.27,7122.6,11574.6,11546.4,9583.83,10261.3
1391104,9238.58,7100.51,11553.9,11473.9,9565.79,10261.9
1391616,9025.76,7814.48,11592.8,11457.5,9594.21,10282.9
1392128,9209.98,7897.71,11579.3,11465.7,9582.78,10269.5
1392640,9197.54,7975.77,11590,11477.1,9601.27,10273.2
1393152,9206.02,7980.62,11599.2,11474.9,9599.25,10275.1
1393664,9185.48,7314.33,11571.1,11476,9596.12,10281.4
1394176,9183.77,7914.98,11362.5,11465.1,9594.11,10266.8
1394688,9145.2,7323.9,11582.8,11467,9603.17,10282
1395200,9192.55,7943.87,11608.1,11472,9605.59,10290.2
1395712,9036.11,7361.05,11547.9,11441.5,9542.43,10288.3
1396224,9180.52,7889.04,11566.6,11255.3,9591.04,10259.7
1396736,8949.42,7997.69,11592.6,11490.2,9593.45,10264.7
1397248,8823.23,7975.34,11494.4,11443,9610.81,10262.1
1397760,9219.1,7167.02,11582.5,11462.2,9583.92,10290.6
1398272,9239.86,8020.74,11548.2,11427.1,9577.51,10274.1
1398784,8996.39,7856.58,11585.4,11479.3,9607.52,10277.2
1399296,9234.34,7842.09,11596.8,11462.2,9601.08,10280.4
1399808,9001.03,7761.04,11589.8,11480.6,9535.44,10265.1
1400320,9237.52,7918.94,11604.5,11458,9586.03,10288.5
1400832,9008.59,7569.22,11579.8,11489.8,9579.63,10278.3
1401344,9284.35,7399.59,11474.2,11429.5,9611.81,10260
1401856,9166.49,7998.19,11480,11474.5,9605.92,10300.4
1402368,9208.22,7700.38,11591.7,11468.4,9598.95,10301.7
1402880,8994.58,7435.7,11543.9,11450.6,9579.35,10267.5
1403392,8800.49,7942.34,11598.5,11506.8,9603.2,10271.2
1403904,9279.13,8012.18,11573.9,11483.4,9618.3,10271.8
1404416,8850.68,7968.18,11540.6,11469.4,9589.29,10298.9
1404928,9248.98,8001.17,11604,11472.1,9588.94,10287.5
1405440,9028.97,7856.58,11602.6,11448.8,9604.54,10285.6
1405952,9133.65,7766.21,11543.7,11428.7,9531.54,10268.5
1406464,9255.51,8027.56,11595,11481.4,9607.68,10276.7
1406976,9248.16,8040.49,11607.2,11473.8,9606.77,10277.2
1407488,9186.18,7263.45,11605,11440.5,9590.49,10286
1408000,8887.36,7985.47,11606,11475.9,9584.12,10285.4
1408512,9129.39,7972.07,11602.2,11478.5,9587.06,10288.5
1409024,9287.23,7672.26,11554.6,11366.1,9606.45,10272.1
1409536,9260.9,8042.01,11602.7,11437.6,9605.54,10270.8
1410048,9156.27,8023.43,11597.3,11586.9,9562.02,10277.6
1410560,9047.23,7147.19,11593.5,11460.7,9591.69,10303.4
1411072,9289.94,8043.08,11616.9,11486,9623.71,10268.8
1411584,9346.47,8037.92,11600.3,11486.3,9613.46,10270.6
1412096,9217.27,7994.25,11548,11459.2,9595.02,10274.4
1412608,9040.91,8014.28,11612.7,11468.8,9589.75,10278.1
1413120,9126.01,7938.97,11624.1,11486.2,9614.03,10275.5
1413632,9276.56,7991.94,11580.4,11473.2,9592.88,10246.8
1414144,9199.91,8006.61,11597.4,11508.7,9608.93,10290.5
1414656,8619.04,7993.56,11591.2,11497.9,9588.91,10272.9
1415168,9140.72,7819.65,11591.4,11388,9620.28,10276.6
1415680,9112.43,8024.45,11619.5,11492.1,9586.58,10260.3
1416192,9311.3,7847.5,11595.8,11504.1,9569.39,10264.7
1416704,9053.03,7356.23,11558.7,11447.5,9583.72,10290.3
1417216,9287.3,8069.61,11588.3,11487.4,9630.36,10248.4
1417728,9339.43,7874.31,11610.8,11482.2,9600.45,10272.1
1418240,8783.18,7594.1,11549.9,11422.7,9601.19,10282
1418752,9088.04,7541.62,11611.2,11483.5,9600.84,10280.1
1419264,8989.4,8072.79,11601.8,11400.1,9595.59,10285.7
1419776,9287.74,8031.25,11614,11357.6,9605.04,10283.8
1420288,9312.04,8152.91,11491.2,11490.4,9658.94,10279.4
1420800,9306.7,8015.36,11623.2,11463.5,9596.18,10297.5
1421312,8836.17,7996.3,11589.2,11454.4,9598.55,10286.8
1421824,9300.12,8072.71,11620.4,11479.5,9605.27,10276.8
1422336,9081.72,8033.53,11608.6,11487.5,9608.19,10286.7
1422848,9231.34,7970.33,11576.4,11462.9,9600.22,10277.9
1423360,9173.26,8079.51,11708.4,11562.4,9624.92,10274.8
1423872,9224.43,7741.44,11610,11483.6,9609.3,10272.3
1424384,9252.89,8094.96,11619,11474.5,9618.21,10283.4
1424896,9130.83,8002.87,11574.8,11488,9597.2,10287.1
1425408,9358.99,7982.8,11594.8,11464.2,9566.06,10289.6
1425920,9038.76,7959.49,11622.8,11497.8,9611.16,10278.3
1426432,9259.13,8044.09,11600,11473.2,9605.92,10261.5
1426944,9263.46,8041.65,11571,11478.8,9593.65,10261.5
1427456,9010.64,7943.15,11601.2,11510.9,9614.44,10265.8
1427968,9335.69,7900.27,11618,11491.7,9648.42,10270.1
1428480,9255.29,7947.36,11615.8,11493.5,9596.4,10289.9
1428992,9281.31,7929.48,11623.2,11501.5,9613.38,10300.5
1429504,8787.2,8029.88,11579.9,11489.4,9590.31,10260.7
1430016,9248.15,7848.58,11554.2,11476.5,9580.8,10265
1430528,9240.43,7991.95,11703.5,11478.2,9614.49,10268.1
1431040,9339.9,8080.78,11616,11451.5,9600.61,10271.8
1431552,9340.68,7504.92,11619.4,11423.4,9667.16,10295.3
1432064,9243.34,8089.62,11622,11504.5,9605.86,10259.3
1432576,9284.35,7624.29,11576.5,11479.2,9521.96,10277.2
1433088,8974.44,7783.02,11620,11536.8,9626.81,10263.6
1433600,9306.67,8100.99,11561.3,11487.4,9620.49,10276.5
1434112,9219.13,7506.12,11605.4,11505.4,9618.51,10282
1434624,9299.65,7619.2,11601.7,11451,9599.27,10299.3
1435136,9239.16,8027.1,11625.5,11505.9,9610.24,10281.3
1435648,9396.21,7677.31,11613.1,11486.1,9617.45,10265.9
1436160,9049.29,7865.64,11560,11550.6,9597.15,10289.9
1436672,9364.35,7615.49,11586.8,11413.8,9632.97,10280
1437184,9370.76,7809.9,11595.6,11494.5,9595.39,10296
1437696,9367.95,7464.9,11625.7,11507.1,9632.8,10292.9
1438208,9377.44,8121.25,11620.4,11508.9,9608.15,10308.3
1438720,9003.56,7212.31,11565,11471.4,9582.57,10287.2
1439232,9029.99,8043.22,11626.3,11484.7,9617.68,10290.9
1439744,9387.46,7727.99,11616.3,11494.2,9614.1,10274.8
1440256,9096.74,8120.51,11626.7,11480.6,9626.14,10301.3
1440768,9397.73,8076.79,11615.9,11597.9,9626.33,10290.2
1441280,9072.92,8128.59,11629.5,11511.8,9552.65,10293.8
1441792,9318.24,8029.29,11599.1,11472.9,9618.61,10275.9
1442304,9283.3,7895.3,11611,11500,9624.18,10293.1
1442816,9393.1,8115.75,11612,11471.1,9620.06,10296.8
1443328,9334.24,7676.03,11627.1,11521.2,9632.09,10286.2
1443840,9117.93,8088.69,11611.6,11512.2,9617.21,10284.4
1444352,9339.85,8155.95,11628.3,11514.8,9640.01,10269
1444864,8888.03,7149.31,11606.6,11481.2,9584.4,10289.2
1445376,9239.22,8115.22,11656.2,11489.9,9629.59,10287.9
1445888,9415.67,8185.56,11610.1,11500.9,9617.41,10283
1446400,9302.13,8145.9,11646.4,11524.1,9700.38,10284.8
1446912,9328.07,8135.72,11616.7,11510.5,9619.93,10300.7
1447424,9443.73,8146.28,11635,11508.5,9637.85,10278.6
1447936,9237.75,8097.17,11584.4,11507.9,9628.89,10289.6
1448448,9016.16,7858.93,11651.8,11501.3,9645.74,10297.5
1448960,9414.59,7652.38,11623.8,11509.2,9617.46,10287
1449472,9223.37,7843.06,11538.6,11497.9,9606.95,10293.1
1449984,9242.9,8161.07,11614.8,11515,9611.41,10301.7
1450496,9402.53,8140.51,11644.7,11500.7,9608.39,10310.2
1451008,9391.04,7836.44,11624.6,11520.1,9612.32,10280.1
1451520,9349.18,7868.79,11617,11510.3,9610.9,10300.9
