,block_id,thread_id,coordinate,value
3395,"(00,01)","(03,26)","(03,58)",3715
67,"(00,01)","(03,27)","(03,59)",3779
611,"(00,01)","(03,28)","(03,60)",3843
291,"(00,01)","(03,29)","(03,61)",3907
483,"(00,01)","(03,30)","(03,62)",3971
99,"(00,01)","(03,31)","(03,63)",4035
3844,"(00,01)","(04,00)","(04,32)",2052
3108,"(00,01)","(04,01)","(04,33)",2116
3908,"(00,01)","(04,02)","(04,34)",2180
3556,"(00,01)","(04,03)","(04,35)",2244
2756,"(00,01)","(04,04)","(04,36)",2308
3012,"(00,01)","(04,05)","(04,37)",2372
3428,"(00,01)","(04,06)","(04,38)",2436
1924,"(00,01)","(04,07)","(04,39)",2500
2596,"(00,01)","(04,08)","(04,40)",2564
2180,"(00,01)","(04,09)","(04,41)",2628
2724,"(00,01)","(04,10)","(04,42)",2692
1860,"(00,01)","(04,11)","(04,43)",2756
1892,"(00,01)","(04,12)","(04,44)",2820
2052,"(00,01)","(04,13)","(04,45)",2884
2340,"(00,01)","(04,14)","(04,46)",2948
2564,"(00,01)","(04,15)","(04,47)",3012
1220,"(00,01)","(04,16)","(04,48)",3076
1188,"(00,01)","(04,17)","(04,49)",3140
2084,"(00,01)","(04,18)","(04,50)",3204
964,"(00,01)","(04,19)","(04,51)",3268
996,"(00,01)","(04,20)","(04,52)",3332
772,"(00,01)","(04,21)","(04,53)",3396
1284,"(00,01)","(04,22)","(04,54)",3460
900,"(00,01)","(04,23)","(04,55)",3524
196,"(00,01)","(04,24)","(04,56)",3588
676,"(00,01)","(04,25)","(04,57)",3652
3396,"(00,01)","(04,26)","(04,58)",3716
68,"(00,01)","(04,27)","(04,59)",3780
612,"(00,01)","(04,28)","(04,60)",3844
292,"(00,01)","(04,29)","(04,61)",3908
484,"(00,01)","(04,30)","(04,62)",3972
100,"(00,01)","(04,31)","(04,63)",4036
3845,"(00,01)","(05,00)","(05,32)",2053
3109,"(00,01)","(05,01)","(05,33)",2117
3909,"(00,01)","(05,02)","(05,34)",2181
3557,"(00,01)","(05,03)","(05,35)",2245
2757,"(00,01)","(05,04)","(05,36)",2309
3013,"(00,01)","(05,05)","(05,37)",2373
3429,"(00,01)","(05,06)","(05,38)",2437
1925,"(00,01)","(05,07)","(05,39)",2501
2597,"(00,01)","(05,08)","(05,40)",2565
2181,"(00,01)","(05,09)","(05,41)",2629
2725,"(00,01)","(05,10)","(05,42)",2693
1861,"(00,01)","(05,11)","(05,43)",2757
1893,"(00,01)","(05,12)","(05,44)",2821
2053,"(00,01)","(05,13)","(05,45)",2885
2341,"(00,01)","(05,14)","(05,46)",2949
2565,"(00,01)","(05,15)","(05,47)",3013
1221,"(00,01)","(05,16)","(05,48)",3077
1189,"(00,01)","(05,17)","(05,49)",3141
2085,"(00,01)","(05,18)","(05,50)",3205
965,"(00,01)","(05,19)","(05,51)",3269
997,"(00,01)","(05,20)","(05,52)",3333
773,"(00,01)","(05,21)","(05,53)",3397
1285,"(00,01)","(05,22)","(05,54)",3461
901,"(00,01)","(05,23)","(05,55)",3525
197,"(00,01)","(05,24)","(05,56)",3589
677,"(00,01)","(05,25)","(05,57)",3653
3397,"(00,01)","(05,26)","(05,58)",3717
69,"(00,01)","(05,27)","(05,59)",3781
613,"(00,01)","(05,28)","(05,60)",3845
293,"(00,01)","(05,29)","(05,61)",3909
485,"(00,01)","(05,30)","(05,62)",3973
101,"(00,01)","(05,31)","(05,63)",4037
3846,"(00,01)","(06,00)","(06,32)",2054
3110,"(00,01)","(06,01)","(06,33)",2118
3910,"(00,01)","(06,02)","(06,34)",2182
3558,"(00,01)","(06,03)","(06,35)",2246
2758,"(00,01)","(06,04)","(06,36)",2310
3014,"(00,01)","(06,05)","(06,37)",2374
3430,"(00,01)","(06,06)","(06,38)",2438
1926,"(00,01)","(06,07)","(06,39)",2502
2598,"(00,01)","(06,08)","(06,40)",2566
2182,"(00,01)","(06,09)","(06,41)",2630
2726,"(00,01)","(06,10)","(06,42)",2694
1862,"(00,01)","(06,11)","(06,43)",2758
1894,"(00,01)","(06,12)","(06,44)",2822
2054,"(00,01)","(06,13)","(06,45)",2886
2342,"(00,01)","(06,14)","(06,46)",2950
2566,"(00,01)","(06,15)","(06,47)",3014
1222,"(00,01)","(06,16)","(06,48)",3078
1190,"(00,01)","(06,17)","(06,49)",3142
2086,"(00,01)","(06,18)","(06,50)",3206
966,"(00,01)","(06,19)","(06,51)",3270
998,"(00,01)","(06,20)","(06,52)",3334
774,"(00,01)","(06,21)","(06,53)",3398
1286,"(00,01)","(06,22)","(06,54)",3462
902,"(00,01)","(06,23)","(06,55)",3526
198,"(00,01)","(06,24)","(06,56)",3590
678,"(00,01)","(06,25)","(06,57)",3654
3398,"(00,01)","(06,26)","(06,58)",3718
70,"(00,01)","(06,27)","(06,59)",3782
614,"(00,01)","(06,28)","(06,60)",3846
294,"(00,01)","(06,29)","(06,61)",3910
486,"(00,01)","(06,30)","(06,62)",3974
102,"(00,01)","(06,31)","(06,63)",4038
3847,"(00,01)","(07,00)","(07,32)",2055
3111,"(00,01)","(07,01)","(07,33)",2119
3911,"(00,01)","(07,02)","(07,34)",2183
3559,"(00,01)","(07,03)","(07,35)",2247
2759,"(00,01)","(07,04)","(07,36)",2311
3015,"(00,01)","(07,05)","(07,37)",2375
3431,"(00,01)","(07,06)","(07,38)",2439
1927,"(00,01)","(07,07)","(07,39)",2503
2599,"(00,01)","(07,08)","(07,40)",2567
2183,"(00,01)","(07,09)","(07,41)",2631
2727,"(00,01)","(07,10)","(07,42)",2695
1863,"(00,01)","(07,11)","(07,43)",2759
1895,"(00,01)","(07,12)","(07,44)",2823
2055,"(00,01)","(07,13)","(07,45)",2887
2343,"(00,01)","(07,14)","(07,46)",2951
2567,"(00,01)","(07,15)","(07,47)",3015
1223,"(00,01)","(07,16)","(07,48)",3079
1191,"(00,01)","(07,17)","(07,49)",3143
2087,"(00,01)","(07,18)","(07,50)",3207
967,"(00,01)","(07,19)","(07,51)",3271
999,"(00,01)","(07,20)","(07,52)",3335
775,"(00,01)","(07,21)","(07,53)",3399
1287,"(00,01)","(07,22)","(07,54)",3463
903,"(00,01)","(07,23)","(07,55)",3527
199,"(00,01)","(07,24)","(07,56)",3591
679,"(00,01)","(07,25)","(07,57)",3655
3399,"(00,01)","(07,26)","(07,58)",3719
71,"(00,01)","(07,27)","(07,59)",3783
615,"(00,01)","(07,28)","(07,60)",3847
295,"(00,01)","(07,29)","(07,61)",3911
487,"(00,01)","(07,30)","(07,62)",3975
103,"(00,01)","(07,31)","(07,63)",4039
3848,"(00,01)","(08,00)","(08,32)",2056
3112,"(00,01)","(08,01)","(08,33)",2120
3912,"(00,01)","(08,02)","(08,34)",2184
3560,"(00,01)","(08,03)","(08,35)",2248
2760,"(00,01)","(08,04)","(08,36)",2312
3016,"(00,01)","(08,05)","(08,37)",2376
3432,"(00,01)","(08,06)","(08,38)",2440
1928,"(00,01)","(08,07)","(08,39)",2504
2600,"(00,01)","(08,08)","(08,40)",2568
2184,"(00,01)","(08,09)","(08,41)",2632
2728,"(00,01)","(08,10)","(08,42)",2696
1864,"(00,01)","(08,11)","(08,43)",2760
1896,"(00,01)","(08,12)","(08,44)",2824
2056,"(00,01)","(08,13)","(08,45)",2888
2344,"(00,01)","(08,14)","(08,46)",2952
2568,"(00,01)","(08,15)","(08,47)",3016
1224,"(00,01)","(08,16)","(08,48)",3080
1192,"(00,01)","(08,17)","(08,49)",3144
2088,"(00,01)","(08,18)","(08,50)",3208
968,"(00,01)","(08,19)","(08,51)",3272
1000,"(00,01)","(08,20)","(08,52)",3336
776,"(00,01)","(08,21)","(08,53)",3400
1288,"(00,01)","(08,22)","(08,54)",3464
904,"(00,01)","(08,23)","(08,55)",3528
200,"(00,01)","(08,24)","(08,56)",3592
680,"(00,01)","(08,25)","(08,57)",3656
3400,"(00,01)","(08,26)","(08,58)",3720
72,"(00,01)","(08,27)","(08,59)",3784
616,"(00,01)","(08,28)","(08,60)",3848
296,"(00,01)","(08,29)","(08,61)",3912
488,"(00,01)","(08,30)","(08,62)",3976
104,"(00,01)","(08,31)","(08,63)",4040
3849,"(00,01)","(09,00)","(09,32)",2057
3113,"(00,01)","(09,01)","(09,33)",2121
3913,"(00,01)","(09,02)","(09,34)",2185
3561,"(00,01)","(09,03)","(09,35)",2249
2761,"(00,01)","(09,04)","(09,36)",2313
3017,"(00,01)","(09,05)","(09,37)",2377
3433,"(00,01)","(09,06)","(09,38)",2441
1929,"(00,01)","(09,07)","(09,39)",2505
2601,"(00,01)","(09,08)","(09,40)",2569
2185,"(00,01)","(09,09)","(09,41)",2633
2729,"(00,01)","(09,10)","(09,42)",2697
1865,"(00,01)","(09,11)","(09,43)",2761
1897,"(00,01)","(09,12)","(09,44)",2825
2057,"(00,01)","(09,13)","(09,45)",2889
2345,"(00,01)","(09,14)","(09,46)",2953
2569,"(00,01)","(09,15)","(09,47)",3017
1225,"(00,01)","(09,16)","(09,48)",3081
1193,"(00,01)","(09,17)","(09,49)",3145
2089,"(00,01)","(09,18)","(09,50)",3209
969,"(00,01)","(09,19)","(09,51)",3273
1001,"(00,01)","(09,20)","(09,52)",3337
777,"(00,01)","(09,21)","(09,53)",3401
1289,"(00,01)","(09,22)","(09,54)",3465
905,"(00,01)","(09,23)","(09,55)",3529
201,"(00,01)","(09,24)","(09,56)",3593
681,"(00,01)","(09,25)","(09,57)",3657
3401,"(00,01)","(09,26)","(09,58)",3721
73,"(00,01)","(09,27)","(09,59)",3785
617,"(00,01)","(09,28)","(09,60)",3849
297,"(00,01)","(09,29)","(09,61)",3913
489,"(00,01)","(09,30)","(09,62)",3977
105,"(00,01)","(09,31)","(09,63)",4041
3850,"(00,01)","(10,00)","(10,32)",2058
3114,"(00,01)","(10,01)","(10,33)",2122
3914,"(00,01)","(10,02)","(10,34)",2186
3562,"(00,01)","(10,03)","(10,35)",2250
2762,"(00,01)","(10,04)","(10,36)",2314
3018,"(00,01)","(10,05)","(10,37)",2378
3434,"(00,01)","(10,06)","(10,38)",2442
1930,"(00,01)","(10,07)","(10,39)",2506
2602,"(00,01)","(10,08)","(10,40)",2570
2186,"(00,01)","(10,09)","(10,41)",2634
2730,"(00,01)","(10,10)","(10,42)",2698
1866,"(00,01)","(10,11)","(10,43)",2762
1898,"(00,01)","(10,12)","(10,44)",2826
2058,"(00,01)","(10,13)","(10,45)",2890
2346,"(00,01)","(10,14)","(10,46)",2954
2570,"(00,01)","(10,15)","(10,47)",3018
1226,"(00,01)","(10,16)","(10,48)",3082
1194,"(00,01)","(10,17)","(10,49)",3146
2090,"(00,01)","(10,18)","(10,50)",3210
970,"(00,01)","(10,19)","(10,51)",3274
1002,"(00,01)","(10,20)","(10,52)",3338
778,"(00,01)","(10,21)","(10,53)",3402
1290,"(00,01)","(10,22)","(10,54)",3466
906,"(00,01)","(10,23)","(10,55)",3530
202,"(00,01)","(10,24)","(10,56)",3594
682,"(00,01)","(10,25)","(10,57)",3658
3402,"(00,01)","(10,26)","(10,58)",3722
74,"(00,01)","(10,27)","(10,59)",3786
618,"(00,01)","(10,28)","(10,60)",3850
298,"(00,01)","(10,29)","(10,61)",3914
490,"(00,01)","(10,30)","(10,62)",3978
106,"(00,01)","(10,31)","(10,63)",4042
3851,"(00,01)","(11,00)","(11,32)",2059
3115,"(00,01)","(11,01)","(11,33)",2123
3915,"(00,01)","(11,02)","(11,34)",2187
3563,"(00,01)","(11,03)","(11,35)",2251
2763,"(00,01)","(11,04)","(11,36)",2315
3019,"(00,01)","(11,05)","(11,37)",2379
3435,"(00,01)","(11,06)","(11,38)",2443
1931,"(00,01)","(11,07)","(11,39)",2507
2603,"(00,01)","(11,08)","(11,40)",2571
2187,"(00,01)","(11,09)","(11,41)",2635
2731,"(00,01)","(11,10)","(11,42)",2699
1867,"(00,01)","(11,11)","(11,43)",2763
1899,"(00,01)","(11,12)","(11,44)",2827
2059,"(00,01)","(11,13)","(11,45)",2891
2347,"(00,01)","(11,14)","(11,46)",2955
2571,"(00,01)","(11,15)","(11,47)",3019
1227,"(00,01)","(11,16)","(11,48)",3083
1195,"(00,01)","(11,17)","(11,49)",3147
2091,"(00,01)","(11,18)","(11,50)",3211
971,"(00,01)","(11,19)","(11,51)",3275
1003,"(00,01)","(11,20)","(11,52)",3339
779,"(00,01)","(11,21)","(11,53)",3403
1291,"(00,01)","(11,22)","(11,54)",3467
907,"(00,01)","(11,23)","(11,55)",3531
203,"(00,01)","(11,24)","(11,56)",3595
683,"(00,01)","(11,25)","(11,57)",3659
3403,"(00,01)","(11,26)","(11,58)",3723
75,"(00,01)","(11,27)","(11,59)",3787
619,"(00,01)","(11,28)","(11,60)",3851
299,"(00,01)","(11,29)","(11,61)",3915
491,"(00,01)","(11,30)","(11,62)",3979
107,"(00,01)","(11,31)","(11,63)",4043
3852,"(00,01)","(12,00)","(12,32)",2060
3116,"(00,01)","(12,01)","(12,33)",2124
3916,"(00,01)","(12,02)","(12,34)",2188
3564,"(00,01)","(12,03)","(12,35)",2252
2764,"(00,01)","(12,04)","(12,36)",2316
3020,"(00,01)","(12,05)","(12,37)",2380
3436,"(00,01)","(12,06)","(12,38)",2444
1932,"(00,01)","(12,07)","(12,39)",2508
2604,"(00,01)","(12,08)","(12,40)",2572
2188,"(00,01)","(12,09)","(12,41)",2636
2732,"(00,01)","(12,10)","(12,42)",2700
1868,"(00,01)","(12,11)","(12,43)",2764
1900,"(00,01)","(12,12)","(12,44)",2828
2060,"(00,01)","(12,13)","(12,45)",2892
2348,"(00,01)","(12,14)","(12,46)",2956
2572,"(00,01)","(12,15)","(12,47)",3020
1228,"(00,01)","(12,16)","(12,48)",3084
1196,"(00,01)","(12,17)","(12,49)",3148
2092,"(00,01)","(12,18)","(12,50)",3212
972,"(00,01)","(12,19)","(12,51)",3276
1004,"(00,01)","(12,20)","(12,52)",3340
780,"(00,01)","(12,21)","(12,53)",3404
1292,"(00,01)","(12,22)","(12,54)",3468
908,"(00,01)","(12,23)","(12,55)",3532
204,"(00,01)","(12,24)","(12,56)",3596
684,"(00,01)","(12,25)","(12,57)",3660
3404,"(00,01)","(12,26)","(12,58)",3724
76,"(00,01)","(12,27)","(12,59)",3788
620,"(00,01)","(12,28)","(12,60)",3852
300,"(00,01)","(12,29)","(12,61)",3916
492,"(00,01)","(12,30)","(12,62)",3980
108,"(00,01)","(12,31)","(12,63)",4044
3853,"(00,01)","(13,00)","(13,32)",2061
3117,"(00,01)","(13,01)","(13,33)",2125
3917,"(00,01)","(13,02)","(13,34)",2189
3565,"(00,01)","(13,03)","(13,35)",2253
2765,"(00,01)","(13,04)","(13,36)",2317
3021,"(00,01)","(13,05)","(13,37)",2381
3437,"(00,01)","(13,06)","(13,38)",2445
1933,"(00,01)","(13,07)","(13,39)",2509
2605,"(00,01)","(13,08)","(13,40)",2573
2189,"(00,01)","(13,09)","(13,41)",2637
2733,"(00,01)","(13,10)","(13,42)",2701
1869,"(00,01)","(13,11)","(13,43)",2765
1901,"(00,01)","(13,12)","(13,44)",2829
2061,"(00,01)","(13,13)","(13,45)",2893
2349,"(00,01)","(13,14)","(13,46)",2957
2573,"(00,01)","(13,15)","(13,47)",3021
1229,"(00,01)","(13,16)","(13,48)",3085
1197,"(00,01)","(13,17)","(13,49)",3149
2093,"(00,01)","(13,18)","(13,50)",3213
973,"(00,01)","(13,19)","(13,51)",3277
1005,"(00,01)","(13,20)","(13,52)",3341
781,"(00,01)","(13,21)","(13,53)",3405
1293,"(00,01)","(13,22)","(13,54)",3469
909,"(00,01)","(13,23)","(13,55)",3533
205,"(00,01)","(13,24)","(13,56)",3597
685,"(00,01)","(13,25)","(13,57)",3661
3405,"(00,01)","(13,26)","(13,58)",3725
77,"(00,01)","(13,27)","(13,59)",3789
621,"(00,01)","(13,28)","(13,60)",3853
301,"(00,01)","(13,29)","(13,61)",3917
493,"(00,01)","(13,30)","(13,62)",3981
109,"(00,01)","(13,31)","(13,63)",4045
3854,"(00,01)","(14,00)","(14,32)",2062
3118,"(00,01)","(14,01)","(14,33)",2126
3918,"(00,01)","(14,02)","(14,34)",2190
3566,"(00,01)","(14,03)","(14,35)",2254
2766,"(00,01)","(14,04)","(14,36)",2318
3022,"(00,01)","(14,05)","(14,37)",2382
3438,"(00,01)","(14,06)","(14,38)",2446
1934,"(00,01)","(14,07)","(14,39)",2510
2606,"(00,01)","(14,08)","(14,40)",2574
2190,"(00,01)","(14,09)","(14,41)",2638
2734,"(00,01)","(14,10)","(14,42)",2702
1870,"(00,01)","(14,11)","(14,43)",2766
1902,"(00,01)","(14,12)","(14,44)",2830
2062,"(00,01)","(14,13)","(14,45)",2894
2350,"(00,01)","(14,14)","(14,46)",2958
2574,"(00,01)","(14,15)","(14,47)",3022
1230,"(00,01)","(14,16)","(14,48)",3086
1198,"(00,01)","(14,17)","(14,49)",3150
2094,"(00,01)","(14,18)","(14,50)",3214
974,"(00,01)","(14,19)","(14,51)",3278
1006,"(00,01)","(14,20)","(14,52)",3342
782,"(00,01)","(14,21)","(14,53)",3406
1294,"(00,01)","(14,22)","(14,54)",3470
910,"(00,01)","(14,23)","(14,55)",3534
206,"(00,01)","(14,24)","(14,56)",3598
686,"(00,01)","(14,25)","(14,57)",3662
3406,"(00,01)","(14,26)","(14,58)",3726
78,"(00,01)","(14,27)","(14,59)",3790
622,"(00,01)","(14,28)","(14,60)",3854
302,"(00,01)","(14,29)","(14,61)",3918
494,"(00,01)","(14,30)","(14,62)",3982
110,"(00,01)","(14,31)","(14,63)",4046
3855,"(00,01)","(15,00)","(15,32)",2063
3119,"(00,01)","(15,01)","(15,33)",2127
3919,"(00,01)","(15,02)","(15,34)",2191
3567,"(00,01)","(15,03)","(15,35)",2255
2767,"(00,01)","(15,04)","(15,36)",2319
3023,"(00,01)","(15,05)","(15,37)",2383
3439,"(00,01)","(15,06)","(15,38)",2447
1935,"(00,01)","(15,07)","(15,39)",2511
2607,"(00,01)","(15,08)","(15,40)",2575
2191,"(00,01)","(15,09)","(15,41)",2639
2735,"(00,01)","(15,10)","(15,42)",2703
1871,"(00,01)","(15,11)","(15,43)",2767
1903,"(00,01)","(15,12)","(15,44)",2831
2063,"(00,01)","(15,13)","(15,45)",2895
2351,"(00,01)","(15,14)","(15,46)",2959
2575,"(00,01)","(15,15)","(15,47)",3023
1231,"(00,01)","(15,16)","(15,48)",3087
1199,"(00,01)","(15,17)","(15,49)",3151
2095,"(00,01)","(15,18)","(15,50)",3215
975,"(00,01)","(15,19)","(15,51)",3279
1007,"(00,01)","(15,20)","(15,52)",3343
783,"(00,01)","(15,21)","(15,53)",3407
1295,"(00,01)","(15,22)","(15,54)",3471
911,"(00,01)","(15,23)","(15,55)",3535
207,"(00,01)","(15,24)","(15,56)",3599
687,"(00,01)","(15,25)","(15,57)",3663
3407,"(00,01)","(15,26)","(15,58)",3727
79,"(00,01)","(15,27)","(15,59)",3791
623,"(00,01)","(15,28)","(15,60)",3855
303,"(00,01)","(15,29)","(15,61)",3919
495,"(00,01)","(15,30)","(15,62)",3983
111,"(00,01)","(15,31)","(15,63)",4047
3856,"(00,01)","(16,00)","(16,32)",2064
3120,"(00,01)","(16,01)","(16,33)",2128
3920,"(00,01)","(16,02)","(16,34)",2192
3568,"(00,01)","(16,03)","(16,35)",2256
2768,"(00,01)","(16,04)","(16,36)",2320
3024,"(00,01)","(16,05)","(16,37)",2384
3440,"(00,01)","(16,06)","(16,38)",2448
1936,"(00,01)","(16,07)","(16,39)",2512
2608,"(00,01)","(16,08)","(16,40)",2576
2192,"(00,01)","(16,09)","(16,41)",2640
2736,"(00,01)","(16,10)","(16,42)",2704
1872,"(00,01)","(16,11)","(16,43)",2768
1904,"(00,01)","(16,12)","(16,44)",2832
2064,"(00,01)","(16,13)","(16,45)",2896
2352,"(00,01)","(16,14)","(16,46)",2960
2576,"(00,01)","(16,15)","(16,47)",3024
1232,"(00,01)","(16,16)","(16,48)",3088
1200,"(00,01)","(16,17)","(16,49)",3152
2096,"(00,01)","(16,18)","(16,50)",3216
976,"(00,01)","(16,19)","(16,51)",3280
1008,"(00,01)","(16,20)","(16,52)",3344
784,"(00,01)","(16,21)","(16,53)",3408
1296,"(00,01)","(16,22)","(16,54)",3472
912,"(00,01)","(16,23)","(16,55)",3536
208,"(00,01)","(16,24)","(16,56)",3600
688,"(00,01)","(16,25)","(16,57)",3664
3408,"(00,01)","(16,26)","(16,58)",3728
80,"(00,01)","(16,27)","(16,59)",3792
624,"(00,01)","(16,28)","(16,60)",3856
304,"(00,01)","(16,29)","(16,61)",3920
496,"(00,01)","(16,30)","(16,62)",3984
112,"(00,01)","(16,31)","(16,63)",4048
3857,"(00,01)","(17,00)","(17,32)",2065
3121,"(00,01)","(17,01)","(17,33)",2129
3921,"(00,01)","(17,02)","(17,34)",2193
3569,"(00,01)","(17,03)","(17,35)",2257
2769,"(00,01)","(17,04)","(17,36)",2321
3025,"(00,01)","(17,05)","(17,37)",2385
3441,"(00,01)","(17,06)","(17,38)",2449
1937,"(00,01)","(17,07)","(17,39)",2513
2609,"(00,01)","(17,08)","(17,40)",2577
2193,"(00,01)","(17,09)","(17,41)",2641
2737,"(00,01)","(17,10)","(17,42)",2705
1873,"(00,01)","(17,11)","(17,43)",2769
1905,"(00,01)","(17,12)","(17,44)",2833
2065,"(00,01)","(17,13)","(17,45)",2897
2353,"(00,01)","(17,14)","(17,46)",2961
2577,"(00,01)","(17,15)","(17,47)",3025
1233,"(00,01)","(17,16)","(17,48)",3089
1201,"(00,01)","(17,17)","(17,49)",3153
2097,"(00,01)","(17,18)","(17,50)",3217
977,"(00,01)","(17,19)","(17,51)",3281
1009,"(00,01)","(17,20)","(17,52)",3345
785,"(00,01)","(17,21)","(17,53)",3409
1297,"(00,01)","(17,22)","(17,54)",3473
913,"(00,01)","(17,23)","(17,55)",3537
209,"(00,01)","(17,24)","(17,56)",3601
689,"(00,01)","(17,25)","(17,57)",3665
3409,"(00,01)","(17,26)","(17,58)",3729
81,"(00,01)","(17,27)","(17,59)",3793
625,"(00,01)","(17,28)","(17,60)",3857
305,"(00,01)","(17,29)","(17,61)",3921
497,"(00,01)","(17,30)","(17,62)",3985
113,"(00,01)","(17,31)","(17,63)",4049
3858,"(00,01)","(18,00)","(18,32)",2066
3122,"(00,01)","(18,01)","(18,33)",2130
3922,"(00,01)","(18,02)","(18,34)",2194
3570,"(00,01)","(18,03)","(18,35)",2258
2770,"(00,01)","(18,04)","(18,36)",2322
3026,"(00,01)","(18,05)","(18,37)",2386
3442,"(00,01)","(18,06)","(18,38)",2450
1938,"(00,01)","(18,07)","(18,39)",2514
2610,"(00,01)","(18,08)","(18,40)",2578
2194,"(00,01)","(18,09)","(18,41)",2642
2738,"(00,01)","(18,10)","(18,42)",2706
1874,"(00,01)","(18,11)","(18,43)",2770
1906,"(00,01)","(18,12)","(18,44)",2834
2066,"(00,01)","(18,13)","(18,45)",2898
2354,"(00,01)","(18,14)","(18,46)",2962
2578,"(00,01)","(18,15)","(18,47)",3026
1234,"(00,01)","(18,16)","(18,48)",3090
1202,"(00,01)","(18,17)","(18,49)",3154
2098,"(00,01)","(18,18)","(18,50)",3218
978,"(00,01)","(18,19)","(18,51)",3282
1010,"(00,01)","(18,20)","(18,52)",3346
786,"(00,01)","(18,21)","(18,53)",3410
1298,"(00,01)","(18,22)","(18,54)",3474
914,"(00,01)","(18,23)","(18,55)",3538
210,"(00,01)","(18,24)","(18,56)",3602
690,"(00,01)","(18,25)","(18,57)",3666
3410,"(00,01)","(18,26)","(18,58)",3730
82,"(00,01)","(18,27)","(18,59)",3794
626,"(00,01)","(18,28)","(18,60)",3858
306,"(00,01)","(18,29)","(18,61)",3922
498,"(00,01)","(18,30)","(18,62)",3986
114,"(00,01)","(18,31)","(18,63)",4050
3859,"(00,01)","(19,00)","(19,32)",2067
3123,"(00,01)","(19,01)","(19,33)",2131
3923,"(00,01)","(19,02)","(19,34)",2195
3571,"(00,01)","(19,03)","(19,35)",2259
2771,"(00,01)","(19,04)","(19,36)",2323
3027,"(00,01)","(19,05)","(19,37)",2387
3443,"(00,01)","(19,06)","(19,38)",2451
1939,"(00,01)","(19,07)","(19,39)",2515
2611,"(00,01)","(19,08)","(19,40)",2579
2195,"(00,01)","(19,09)","(19,41)",2643
2739,"(00,01)","(19,10)","(19,42)",2707
1875,"(00,01)","(19,11)","(19,43)",2771
1907,"(00,01)","(19,12)","(19,44)",2835
2067,"(00,01)","(19,13)","(19,45)",2899
2355,"(00,01)","(19,14)","(19,46)",2963
2579,"(00,01)","(19,15)","(19,47)",3027
1235,"(00,01)","(19,16)","(19,48)",3091
1203,"(00,01)","(19,17)","(19,49)",3155
2099,"(00,01)","(19,18)","(19,50)",3219
979,"(00,01)","(19,19)","(19,51)",3283
1011,"(00,01)","(19,20)","(19,52)",3347
787,"(00,01)","(19,21)","(19,53)",3411
1299,"(00,01)","(19,22)","(19,54)",3475
915,"(00,01)","(19,23)","(19,55)",3539
211,"(00,01)","(19,24)","(19,56)",3603
691,"(00,01)","(19,25)","(19,57)",3667
3411,"(00,01)","(19,26)","(19,58)",3731
83,"(00,01)","(19,27)","(19,59)",3795
627,"(00,01)","(19,28)","(19,60)",3859
307,"(00,01)","(19,29)","(19,61)",3923
499,"(00,01)","(19,30)","(19,62)",3987
115,"(00,01)","(19,31)","(19,63)",4051
3860,"(00,01)","(20,00)","(20,32)",2068
3124,"(00,01)","(20,01)","(20,33)",2132
3924,"(00,01)","(20,02)","(20,34)",2196
3572,"(00,01)","(20,03)","(20,35)",2260
2772,"(00,01)","(20,04)","(20,36)",2324
3028,"(00,01)","(20,05)","(20,37)",2388
3444,"(00,01)","(20,06)","(20,38)",2452
1940,"(00,01)","(20,07)","(20,39)",2516
2612,"(00,01)","(20,08)","(20,40)",2580
2196,"(00,01)","(20,09)","(20,41)",2644
2740,"(00,01)","(20,10)","(20,42)",2708
1876,"(00,01)","(20,11)","(20,43)",2772
1908,"(00,01)","(20,12)","(20,44)",2836
2068,"(00,01)","(20,13)","(20,45)",2900
2356,"(00,01)","(20,14)","(20,46)",2964
2580,"(00,01)","(20,15)","(20,47)",3028
1236,"(00,01)","(20,16)","(20,48)",3092
1204,"(00,01)","(20,17)","(20,49)",3156
2100,"(00,01)","(20,18)","(20,50)",3220
980,"(00,01)","(20,19)","(20,51)",3284
1012,"(00,01)","(20,20)","(20,52)",3348
788,"(00,01)","(20,21)","(20,53)",3412
1300,"(00,01)","(20,22)","(20,54)",3476
916,"(00,01)","(20,23)","(20,55)",3540
212,"(00,01)","(20,24)","(20,56)",3604
692,"(00,01)","(20,25)","(20,57)",3668
3412,"(00,01)","(20,26)","(20,58)",3732
84,"(00,01)","(20,27)","(20,59)",3796
628,"(00,01)","(20,28)","(20,60)",3860
308,"(00,01)","(20,29)","(20,61)",3924
500,"(00,01)","(20,30)","(20,62)",3988
116,"(00,01)","(20,31)","(20,63)",4052
3861,"(00,01)","(21,00)","(21,32)",2069
3125,"(00,01)","(21,01)","(21,33)",2133
3925,"(00,01)","(21,02)","(21,34)",2197
3573,"(00,01)","(21,03)","(21,35)",2261
2773,"(00,01)","(21,04)","(21,36)",2325
3029,"(00,01)","(21,05)","(21,37)",2389
3445,"(00,01)","(21,06)","(21,38)",2453
1941,"(00,01)","(21,07)","(21,39)",2517
2613,"(00,01)","(21,08)","(21,40)",2581
2197,"(00,01)","(21,09)","(21,41)",2645
2741,"(00,01)","(21,10)","(21,42)",2709
1877,"(00,01)","(21,11)","(21,43)",2773
1909,"(00,01)","(21,12)","(21,44)",2837
2069,"(00,01)","(21,13)","(21,45)",2901
2357,"(00,01)","(21,14)","(21,46)",2965
2581,"(00,01)","(21,15)","(21,47)",3029
